CountryName,ArrID,ArrType,ApprovalDate,InitialEndDate,RevisedEndDate,IniPgmYr,BoardActDate,ReviewType,ReviewSequence,EconDescrpt,Descpt,CondtOriginTxt,SPC_PA_SB,CondtSource,CondtSourceTxt,LeadInst,TestDate,Status,Comments
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,2.1. Central bank operations and reforms,"Publish the CBA's liquidity forecast that provides projected amount of dram liquidity before CBA's actions with indication of separate components such as currency outside the CBA, net foreign assets, government transactions excluding treasury bill issuances, and treasury bill issuances for liquidity management purposes.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,M,Introduced at R2.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,4.1. Pension reforms,Complete first set of estimates of the fiscal cost of the pension reform.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,"Introduced at R4. At R5, on track. At R6, met."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,4.1. Pension reforms,"Submit by government to Cabinet two pension reform decrees to establish: (i) procedures for managing the guarantee fund for mandatory, funded contributions; and (ii) quantitative and currency restrictions on investing mandatory funded pension assets in financial instruments.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,"Introduced at R5. At R6, met. Decree on quantitative and currency restrictions on investing the second pillar assets approved. Guarantee fund decree expected to be approved in June 2013."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"4.2. Other social sector reforms (e.g., social safety nets, health and education)",Adopt a decree on introducing an integrated system for the provision of social protection services.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2011,MOD,"Introduced at R0. Rationale: Reduce poverty. At R1, text revised to ""Submit amendments to existing laws..."""
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"4.2. Other social sector reforms (e.g., social safety nets, health and education)",Submit amendments to existing laws to parliament to enable the full functioning of an integrated system for the provision of social protection services.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,NM,"Introduced at R1. At R4, Successful pilot project for integrated system in 6 regions revealed need for additional work on legislative and regulatory package. At R6, package now expected to be passed by October 31, 2013."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"4.2. Other social sector reforms (e.g., social safety nets, health and education)",Approval by Cabinet of list and timetable of required legal and regulatory amendments to enable the full functioning of the integrated system of social protection services.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,10/31/2012,M,"Introduced at R4. At R5, action taken in July 2012."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,6. Financial sector,Formalize the Committee for Financial Stability in an MOU to set the modalities for main policy makers to coordinate their policies and responses in case of an imminent critical situation in the banking sector.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2010,M,Introduced at R0. Rationale: Increase the stability of the financial sector.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Issue prudential regulations to specifically address currency-induced credit risk, including increased loan-loss provisioning requirements and higher risk weights in capital requirements for foreign currency loans.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2010,M,Introduced at R0. Rationale: Reduce currency-related risks in the financial sector.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Issue prudential regulation requiring banks to prepare their contingency plans for liquidity and solvency support.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,M,Introduced at R0. Rationale: Increase the stability of the financial sector.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Issue a regulation initiating collection and transmission by banks to the CBA of information on the currency mismatch of large borrowers.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,M,Introduced at R4.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Issue a regulation introducing low-level liquidity coverage ratios by major currencies, effective January 2013.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,M,Introduced at R4.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Amend and issue by CBA regulations to require banks to immediately report to the CBA changes to operations that have a material adverse impact on the bank (e.g., any substantial change in activities, structure, financial situation or overall condition, or as soon as banks become aware of any material adverse developments, including breaches of legal or prudential requirements) (December 2012).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,Introduced at R5.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,11.1. Private sector legal and regulatory environment reform (non financial sector),"Submit to Parliament further changes to the legal framework for competition (fines and sanctions, definitions).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,10/31/2012,NM,"Introduced at R4. At R5, Likely to be delayed to December 2012 to incorporate comments from ministries and agencies. At R6, Authorities will work to build consensus on a final packet with strong investigative provisions later this year (2013)."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,11.1. Private sector legal and regulatory environment reform (non financial sector),"Submit to Cabinet a packet of legislative and regulatory changes in at least one area under the Regulatory Guillotine initiative (from among construction permitting, inspections, health and social regulations, or another major regulatory reform area).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,Introduced at R4. Met by time of completion of R5.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,11.1. Private sector legal and regulatory environment reform (non financial sector),"Submit by government to parliament a regulatory guillotine legislative packet in a fourth area (i.e., following completion of three packets in 2012. This could cover, e.g., construction permits or education).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2013,M,"Introduced at R5. At R6, met. Packet on health care submitted."
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,7. Exchange systems and restrictions (current and capital),Phase out margin requirements on the opening of letters of credit for imports,Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,11/30/2003,M,
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,5.1. Public enterprise pricing and subsidies,"Finalize a report quantifying all quasi-fiscal costs arising from prices below international levels in the energy and power sector, including the implicit subsidies and revenue foregone by underpricing of natural gas, and identifying measures to mitigate the impact of price adjustments on vulnerable groups.",,SPC,,,,04/30/2006,M,NULL
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"1.2. Revenue administration, including customs",Modernize and expand the Large Taxpayers Union to cover 1000 income taxpayers,Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,09/30/2003,W,"Complied on November 29, 2003"
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"1.2. Revenue administration, including customs",Make fully operational a Central Intelligence Audit and Monitoring Cell to monitor compliance of 1000 large taxpayers,Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,12/31/2003,W,
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"1.2. Revenue administration, including customs","Expand the LTU system, to cover withholding income tax and VAT, and expand the current list of taxpayers; coverage of the relevant taxes will be defined by the second PRGF review",Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,09/30/2004,W,"At P1R3, met in October 2004."
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"1.2. Revenue administration, including customs",Establishment in the National Board of Revenue (NBR) of an independent audit unit headed by an advisor of the rank and status of a member reporting directly to the Chairman,Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,11/30/2005,W,"At P1R4, independent audit unit was established and the adviser selected on January 8, 2006."
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"1.1. Revenue measures, excluding trade policy",Finalize a comprehensive report reviewing all tax exemptions and incentives and evaluating the associated revenue losses.,,SPC,,,,04/30/2006,W,"At P1R5, draft report submitted on April 30 was not complete.  Revised report completed by end-August."
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"1.2. Revenue administration, including customs",Improving coordination between the VAT and income tax LTUs by assigning a unique taxpayer identification number for the LTUs.,Condition is new,SPC,TA,Technical Assistance,IMF,03/31/2007,PC,NULL
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,6.2. Restructuring and privatization of financial institutions,"Adopt resolution strategies for the four Nationalized Commercial Banks, NCBs (in consultation with the Bank and Fund staff)",Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,04/30/2004,W,"At P1R2, met in May 2004."
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,6.2. Restructuring and privatization of financial institutions,"Agree on action plans with the managements of Sonali, Janata, and Agrani Banks, covering the period to June 2005, to operationalize the resolution strategies for each bank",Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,11/30/2004,M,
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,6.2. Restructuring and privatization of financial institutions,Signature of final contract for appointment of financial advisor for Agrani Bank,Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,12/15/2005,W,"At P1R4, delays in divesting Rupali Bank were due to a court injunction.  Revisions to the terms of reference of the consultants to include the role of financial advisor were completed on January 19, 2006."
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,6.2. Restructuring and privatization of financial institutions,"Cabinet approval of the corporatization of Agrani Bank, Janata Bank, and Sonali Bank",Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,03/31/2007,PC,NULL
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"2.2. Central bank auditing, transparency, and financial controls","Adoption of a timetable for Bangladesh Bank to engage a local firm affiliated with an international accounting firm and with sign off by that international accounting firm, to conduct its audit for FY03 in accordance with international auditing and accounting standards",Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,7. Exchange systems and restrictions (current and capital),Adoption of floating exchange rate regime,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"8. International trade policy, excluding customs reforms",Adoption of a timetable for the removal of margin requirements on imports,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
BANGLADESH,511,PRGF,06/20/2003,06/19/2006,06/19/2007,2004,10/27/2006,R5,L   ,"8. International trade policy, excluding customs reforms",Adopt in the FY05 budget a three-tier customs duties structure with a maximum rate of 25 percent,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Second Review Prior action,M,
